1::relaxation: inner damping factor,1::relaxation: sweeps,1::relaxation: type,3::relaxation: damping factor,3::relaxation: sweeps,3::relaxation: type,4::relaxation: sweeps,4::relaxation: type,time
0.25,2,MT Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.0723
0.75,2,MT Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,15.0959
0.25,2,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.1013
0.25,2,MT Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.1111
0.5,2,MT Gauss-Seidel,0.8,2,MT Gauss-Seidel,2,MT Gauss-Seidel,15.1223
0.25,2,MT Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.1308
0.5,2,MT Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.1383
0.25,2,MT Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.14
0.5,2,MT Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.1768
0.5,2,MT Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.1776
0.25,1,MT Gauss-Seidel,0.8,1,MT Gauss-Seidel,2,MT Gauss-Seidel,15.1942
0.25,2,MT Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.2109
0.75,2,MT Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.235
0.25,2,MT Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.2555
0.5,2,MT Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.263
0.75,2,MT Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.265
0.75,2,MT Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.2812
0.5,2,MT Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.2939
0.75,2,MT Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.3105
0.5,2,MT Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.3351
0.25,2,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.343
0.5,2,MT Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.3849
0.25,2,MT Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.4343
0.75,2,MT Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.5381
0.75,2,MT Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.5392
0.5,2,MT Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.5466
0.25,2,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.6726
0.75,2,MT Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.7408
0.75,1,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,15.7461
0.25,2,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.7641
0.5,1,MT Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.7659
0.25,1,MT Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.7868
0.5,1,MT Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.7978
0.5,1,MT Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8036
0.75,1,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,15.8102
0.25,1,MT Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.8141
0.5,1,MT Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8174
0.75,1,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,15.8251
0.5,1,MT Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.8276
0.75,1,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,15.8292
0.75,1,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,15.8294
0.5,1,MT Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8338
0.5,1,MT Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.8435
0.75,1,MT Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8516
0.75,1,MT Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.855
0.75,1,MT Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8614
0.75,1,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,15.8754
0.75,1,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,15.8791
0.25,1,MT Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8839
0.75,1,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,15.8906
0.25,1,MT Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.8925
0.25,1,MT Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.8943
0.75,1,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,15.8953
0.75,1,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,15.9125
0.25,1,MT Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.9277
0.25,1,MT Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.9281
0.5,1,MT Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,15.9536
0.75,1,MT Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,15.9578
0.75,1,MT Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.9692
0.25,1,MT Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,15.9799
0.75,1,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,15.9846
0.75,1,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,15.9924
0.75,1,MT Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,16.0564
0.75,1,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,16.0723
0.75,1,MT Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,16.0927
0.75,1,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,16.1493
0.75,1,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,16.1708
0.75,1,MT Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,16.1763
0.75,1,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,16.4164
0.25,1,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,16.7656
0.25,1,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,16.9214
0.25,1,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,16.9297
0.5,2,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.044
0.5,2,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.0655
0.5,2,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,2,MT Gauss-Seidel,17.0731
0.25,1,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,17.0802
0.5,2,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.0865
0.5,2,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,2,MT Gauss-Seidel,17.0992
0.25,1,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,17.1033
0.25,1,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,17.1402
0.5,2,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,2,MT Gauss-Seidel,17.1908
0.5,1,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,2,MT Gauss-Seidel,17.2828
0.5,1,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.2843
0.5,1,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,2,MT Gauss-Seidel,17.3099
0.5,1,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,2,MT Gauss-Seidel,17.3711
0.25,1,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,17.379
0.5,1,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.4072
0.5,1,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.4415
0.5,2,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.4877
0.5,2,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,2,MT Gauss-Seidel,17.5847
0.5,1,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,17.7652
0.25,1,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,17.8231
0.5,1,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,2,MT Gauss-Seidel,17.9375
0.5,2,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,19.3092
0.5,2,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,19.5588
0.5,2,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,19.561
0.5,2,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,19.6363
0.5,2,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,19.6646
0.5,2,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,19.7334
0.5,2,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,19.7377
0.5,1,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,19.9441
0.5,1,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,19.9465
0.5,2,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,20.0459
0.5,1,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,20.0994
0.5,1,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,20.1164
0.5,1,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,20.3831
0.5,1,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,20.4144
0.5,1,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,20.417
0.5,1,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,20.434
0.75,1,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,2,MT Gauss-Seidel,20.7263
0.75,1,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,20.7564
0.75,1,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,2,MT Gauss-Seidel,20.7849
0.75,1,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,2,MT Gauss-Seidel,21.2625
0.75,1,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,21.385
0.75,1,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,2,MT Gauss-Seidel,21.4351
0.75,1,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,22.8841
0.75,1,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,23.428
0.75,1,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,24.4877
0.75,1,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,24.5234
0.75,1,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,24.5396
0.75,1,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,24.8049
0.75,1,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,24.8807
0.75,1,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,26.4799
0.75,1,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,26.5747
0.75,1,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,26.9424
0.75,2,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,1,MT Gauss-Seidel,4,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,0.8,2,MT Gauss-Seidel,4,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,1,MT Gauss-Seidel,4,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,Two-stage Gauss-Seidel,4,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,2,MT Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,inf
0.75,2,Two-stage Gauss-Seidel,1.0,2,MT Gauss-Seidel,4,MT Gauss-Seidel,inf
