1::relaxation: inner damping factor,1::relaxation: sweeps,1::relaxation: type,3::relaxation: damping factor,3::relaxation: sweeps,3::relaxation: type,4::relaxation: sweeps,4::relaxation: type,time
0.6575,1,MT Gauss-Seidel,0.7623,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.53674
0.5096,1,MT Gauss-Seidel,0.7442,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.56997
0.4381,1,MT Gauss-Seidel,1.1216,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,12.59891
0.4077,1,Two-stage Gauss-Seidel,1.0625,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,12.60087
0.4691,1,MT Gauss-Seidel,0.9802,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.612749999999998
0.6999,1,MT Gauss-Seidel,1.0022,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.61692
0.2124,1,Two-stage Gauss-Seidel,0.9502,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,12.65116
0.2233,1,MT Gauss-Seidel,0.5783,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,12.67494
0.2552,2,Two-stage Gauss-Seidel,0.5501,1,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,12.67738
0.4179,1,MT Gauss-Seidel,0.7591,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,12.68388
0.283,2,MT Gauss-Seidel,0.8367,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.72049
0.6905,2,MT Gauss-Seidel,0.7544,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,12.76594
0.1635,2,MT Gauss-Seidel,0.789,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,12.77289
0.4347,2,MT Gauss-Seidel,0.9911,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.78033
0.1066,2,MT Gauss-Seidel,0.7328,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.79012
0.3517,2,MT Gauss-Seidel,0.9989,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,12.79553
0.5785,1,MT Gauss-Seidel,0.7382,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.82265
0.3757,1,MT Gauss-Seidel,1.1805,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.823889999999999
0.4258,2,MT Gauss-Seidel,0.5291,2,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,12.82979
0.6962,2,MT Gauss-Seidel,0.6823,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,12.83165
0.1865,1,MT Gauss-Seidel,0.4107,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.83361
0.5939,1,MT Gauss-Seidel,0.559,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,12.851410000000001
0.2205,1,MT Gauss-Seidel,0.8113,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.85676
0.3792,2,Two-stage Gauss-Seidel,0.8215,1,MT Gauss-Seidel,1,MT Gauss-Seidel,12.88412
0.2832,1,MT Gauss-Seidel,0.5492,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.889569999999999
0.4653,2,Two-stage Gauss-Seidel,0.8771,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,12.89116
0.2754,2,Two-stage Gauss-Seidel,1.1291,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,12.90255
0.5306,1,MT Gauss-Seidel,0.899,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,12.90518
0.3569,2,Two-stage Gauss-Seidel,0.6619,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,12.913599999999999
0.5313,1,MT Gauss-Seidel,0.8654,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,12.934339999999999
0.4892,1,MT Gauss-Seidel,0.608,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,12.94614
0.4392,1,MT Gauss-Seidel,0.8312,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,12.94796
0.1965,1,MT Gauss-Seidel,0.6496,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.94874
0.5722,1,MT Gauss-Seidel,0.7663,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,12.95193
0.4464,2,Two-stage Gauss-Seidel,0.9849,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,12.954
0.122,2,Two-stage Gauss-Seidel,0.9166,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,12.95596
0.202,1,MT Gauss-Seidel,1.0148,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,12.95666
0.3841,1,MT Gauss-Seidel,0.5358,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.96082
0.2638,1,MT Gauss-Seidel,1.0666,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,12.965019999999999
0.3793,1,MT Gauss-Seidel,0.8699,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,12.96707
0.2251,2,Two-stage Gauss-Seidel,1.1004,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,12.96735
0.3207,2,Two-stage Gauss-Seidel,0.6901,1,MT Gauss-Seidel,1,MT Gauss-Seidel,12.9728
0.3629,1,MT Gauss-Seidel,0.8336,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.982700000000001
0.4797,1,MT Gauss-Seidel,0.6587,2,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,12.98563
0.3368,1,MT Gauss-Seidel,0.9025,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,12.9916
0.4156,2,MT Gauss-Seidel,0.5513,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,13.00583
0.2874,1,MT Gauss-Seidel,0.6512,1,Two-stage Gauss-Seidel,4,Two-stage Gauss-Seidel,13.0089
0.3647,1,MT Gauss-Seidel,0.6194,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.01012
0.2165,1,MT Gauss-Seidel,0.8649,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.01975
0.6143,1,MT Gauss-Seidel,0.8661,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.019839999999999
0.2845,1,MT Gauss-Seidel,1.0733,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.02642
0.4862,1,MT Gauss-Seidel,0.852,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.03715
0.3479,1,MT Gauss-Seidel,0.8192,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.068
0.6139,1,MT Gauss-Seidel,0.9359,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.07679
0.4547,1,Two-stage Gauss-Seidel,0.8816,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.07905
0.1735,1,MT Gauss-Seidel,0.9657,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.11445
0.4578,1,Two-stage Gauss-Seidel,0.6296,2,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.126090000000001
0.4895,2,Two-stage Gauss-Seidel,0.7313,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.1334
0.1111,2,Two-stage Gauss-Seidel,1.0074,2,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.14171
0.3425,1,Two-stage Gauss-Seidel,0.8011,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,13.151689999999999
0.2813,2,Two-stage Gauss-Seidel,0.6426,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,13.19743
0.2939,2,Two-stage Gauss-Seidel,0.7776,1,MT Gauss-Seidel,2,MT Gauss-Seidel,13.23212
0.2806,2,Two-stage Gauss-Seidel,0.7982,2,MT Gauss-Seidel,1,MT Gauss-Seidel,13.23542
0.4766,2,Two-stage Gauss-Seidel,0.9583,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,13.23622
0.2432,2,Two-stage Gauss-Seidel,0.801,2,MT Gauss-Seidel,2,MT Gauss-Seidel,13.308679999999999
0.4674,1,Two-stage Gauss-Seidel,1.0756,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.31836
0.3928,1,Two-stage Gauss-Seidel,1.0354,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,13.33288
0.1779,2,Two-stage Gauss-Seidel,1.0079,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,13.34097
0.472,1,Two-stage Gauss-Seidel,0.986,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.35947
0.4738,1,Two-stage Gauss-Seidel,0.5104,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.363119999999999
0.6922,1,MT Gauss-Seidel,0.4471,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.36423
0.4967,1,MT Gauss-Seidel,0.6055,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.3728
0.2931,2,MT Gauss-Seidel,0.9381,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.404910000000001
0.5212,2,MT Gauss-Seidel,0.6828,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.413070000000001
0.5001,1,Two-stage Gauss-Seidel,0.5448,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.41795
0.4889,1,Two-stage Gauss-Seidel,0.555,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,13.42057
0.2939,2,MT Gauss-Seidel,0.7818,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.436440000000001
0.3066,2,Two-stage Gauss-Seidel,0.9908,1,MT Gauss-Seidel,2,MT Gauss-Seidel,13.44239
0.5126,2,MT Gauss-Seidel,0.9948,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.44787
0.5426,2,MT Gauss-Seidel,1.1323,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.475719999999999
0.6084,2,MT Gauss-Seidel,0.9742,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.47937
0.3167,2,MT Gauss-Seidel,0.7428,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.48868
0.211,2,Two-stage Gauss-Seidel,0.9399,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,13.492429999999999
0.3107,2,MT Gauss-Seidel,0.6518,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.5045
0.4798,1,Two-stage Gauss-Seidel,0.6098,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.50649
0.4603,2,MT Gauss-Seidel,0.9444,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.517949999999999
0.6964,2,MT Gauss-Seidel,1.1798,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.520230000000002
0.2151,2,MT Gauss-Seidel,1.075,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.52229
0.4988,2,Two-stage Gauss-Seidel,0.6781,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,13.52472
0.4258,1,Two-stage Gauss-Seidel,0.7697,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,13.52669
0.3058,2,MT Gauss-Seidel,0.6855,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.531189999999999
0.518,2,MT Gauss-Seidel,0.4618,1,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.53313
0.349,2,MT Gauss-Seidel,1.0286,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.53405
0.5438,2,MT Gauss-Seidel,0.6095,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.53903
0.3246,2,MT Gauss-Seidel,0.7202,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.54196
0.11,2,MT Gauss-Seidel,0.9598,1,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.57315
0.2475,2,MT Gauss-Seidel,0.9004,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.5732
0.4232,1,Two-stage Gauss-Seidel,0.6616,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,13.58181
0.2322,2,Two-stage Gauss-Seidel,0.8933,2,MT Gauss-Seidel,1,MT Gauss-Seidel,13.605699999999999
0.513,1,Two-stage Gauss-Seidel,1.1662,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.616700000000002
0.3429,1,Two-stage Gauss-Seidel,0.4338,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,13.64058
0.5522,1,Two-stage Gauss-Seidel,1.0694,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.67214
0.2648,2,Two-stage Gauss-Seidel,0.4461,2,MT Gauss-Seidel,2,MT Gauss-Seidel,13.751190000000001
0.4633,2,MT Gauss-Seidel,0.6798,2,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.767900000000001
0.4101,2,Two-stage Gauss-Seidel,1.1935,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,13.77265
0.5286,1,Two-stage Gauss-Seidel,0.9068,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.78378
0.5029,1,Two-stage Gauss-Seidel,0.5718,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,13.795770000000001
0.5568,1,Two-stage Gauss-Seidel,0.7736,2,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.80373
0.6023,1,Two-stage Gauss-Seidel,0.6242,2,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.82941
0.3002,1,Two-stage Gauss-Seidel,0.8535,2,MT Gauss-Seidel,1,MT Gauss-Seidel,13.83285
0.2503,2,MT Gauss-Seidel,0.5621,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,13.86179
0.2468,1,Two-stage Gauss-Seidel,1.0676,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,13.87849
0.4201,2,MT Gauss-Seidel,0.7634,2,Two-stage Gauss-Seidel,3,Two-stage Gauss-Seidel,13.88062
0.4881,1,Two-stage Gauss-Seidel,0.966,1,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,13.90382
0.2712,1,Two-stage Gauss-Seidel,0.7887,2,MT Gauss-Seidel,1,MT Gauss-Seidel,13.93543
0.5387,1,Two-stage Gauss-Seidel,0.5821,2,Two-stage Gauss-Seidel,2,Two-stage Gauss-Seidel,13.957419999999999
0.6156,1,Two-stage Gauss-Seidel,0.9093,1,MT Gauss-Seidel,4,Two-stage Gauss-Seidel,14.00544
0.3355,1,Two-stage Gauss-Seidel,0.7119,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,14.11148
0.5716,1,Two-stage Gauss-Seidel,1.0071,2,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,14.12045
0.4366,2,Two-stage Gauss-Seidel,0.9185,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.20013
0.4391,2,Two-stage Gauss-Seidel,0.7766,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.20629
0.2132,2,Two-stage Gauss-Seidel,0.956,1,Two-stage Gauss-Seidel,3,MT Gauss-Seidel,14.22781
0.1594,2,Two-stage Gauss-Seidel,0.6959,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.30689
0.6897,1,Two-stage Gauss-Seidel,0.8285,1,MT Gauss-Seidel,3,Two-stage Gauss-Seidel,14.31849
0.3052,2,Two-stage Gauss-Seidel,0.9889,1,MT Gauss-Seidel,3,MT Gauss-Seidel,14.32083
0.2071,1,Two-stage Gauss-Seidel,1.0442,1,MT Gauss-Seidel,1,MT Gauss-Seidel,14.32189
0.1898,1,Two-stage Gauss-Seidel,0.7289,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,14.35006
0.457,2,Two-stage Gauss-Seidel,0.8311,2,MT Gauss-Seidel,1,MT Gauss-Seidel,14.363240000000001
0.5164,1,Two-stage Gauss-Seidel,0.7941,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.42521
0.3217,1,Two-stage Gauss-Seidel,0.8145,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.53079
0.2846,1,MT Gauss-Seidel,0.4739,1,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,14.53355
0.2721,1,Two-stage Gauss-Seidel,0.4379,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.53489
0.4155,1,MT Gauss-Seidel,0.6449,2,MT Gauss-Seidel,1,MT Gauss-Seidel,14.53557
0.2795,1,MT Gauss-Seidel,0.8952,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.542629999999999
0.3798,1,MT Gauss-Seidel,0.4154,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.553560000000001
0.2704,1,MT Gauss-Seidel,0.7145,2,MT Gauss-Seidel,1,Two-stage Gauss-Seidel,14.55978
0.1401,2,Two-stage Gauss-Seidel,0.9132,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.57168
0.4878,1,MT Gauss-Seidel,0.6338,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.57358
0.1346,2,Two-stage Gauss-Seidel,0.9536,1,MT Gauss-Seidel,1,MT Gauss-Seidel,14.57521
0.5062,2,Two-stage Gauss-Seidel,1.049,1,MT Gauss-Seidel,2,Two-stage Gauss-Seidel,14.589390000000002
0.3757,1,MT Gauss-Seidel,0.602,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.58967
0.3197,1,MT Gauss-Seidel,0.8604,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.616060000000001
0.5207,2,MT Gauss-Seidel,0.9133,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.617840000000001
0.5062,1,MT Gauss-Seidel,1.0261,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.621030000000001
0.2353,1,MT Gauss-Seidel,0.6747,1,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.632719999999999
0.4584,1,MT Gauss-Seidel,0.7047,2,MT Gauss-Seidel,1,MT Gauss-Seidel,14.63462
0.2807,1,MT Gauss-Seidel,1.159,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.635079999999999
0.4984,1,MT Gauss-Seidel,0.8244,2,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,14.64169
0.2814,1,MT Gauss-Seidel,0.6784,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.64537
0.448,1,MT Gauss-Seidel,1.0307,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.65662
0.148,1,MT Gauss-Seidel,0.6607,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.66453
0.3051,2,MT Gauss-Seidel,0.7426,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.67108
0.454,1,MT Gauss-Seidel,0.6355,2,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.672830000000001
0.4202,2,Two-stage Gauss-Seidel,0.7958,2,MT Gauss-Seidel,3,MT Gauss-Seidel,14.673659999999998
0.56,1,MT Gauss-Seidel,0.625,1,MT Gauss-Seidel,1,MT Gauss-Seidel,14.67552
0.3635,2,Two-stage Gauss-Seidel,0.76,1,MT Gauss-Seidel,4,MT Gauss-Seidel,14.68608
0.4748,1,MT Gauss-Seidel,0.6348,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.69747
0.4097,1,MT Gauss-Seidel,0.4011,2,Two-stage Gauss-Seidel,1,Two-stage Gauss-Seidel,14.698879999999999
0.6868,2,MT Gauss-Seidel,0.4529,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.70675
0.4675,1,MT Gauss-Seidel,0.6204,2,MT Gauss-Seidel,1,MT Gauss-Seidel,14.70901
0.4426,2,MT Gauss-Seidel,0.9756,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.710339999999999
0.4469,2,MT Gauss-Seidel,0.6291,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.719560000000001
0.5872,2,MT Gauss-Seidel,1.1218,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.72519
0.4252,2,MT Gauss-Seidel,0.548,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.73807
0.3338,2,MT Gauss-Seidel,1.0057,1,MT Gauss-Seidel,2,MT Gauss-Seidel,14.74353
0.3673,2,MT Gauss-Seidel,0.6155,1,Two-stage Gauss-Seidel,2,MT Gauss-Seidel,14.74676
0.3886,2,MT Gauss-Seidel,0.6644,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.74905
0.3782,1,Two-stage Gauss-Seidel,1.1413,2,MT Gauss-Seidel,1,MT Gauss-Seidel,14.7578
0.3672,1,MT Gauss-Seidel,0.7936,1,Two-stage Gauss-Seidel,1,MT Gauss-Seidel,14.76145
0.5202,2,MT Gauss-Seidel,0.8208,1,MT Gauss-Seidel,3,MT Gauss-Seidel,14.77586
0.6782,2,MT Gauss-Seidel,0.5312,1,MT Gauss-Seidel,3,MT Gauss-Seidel,14.776299999999999
0.2348,1,MT Gauss-Seidel,0.8415,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.77714
0.4429,1,MT Gauss-Seidel,1.1814,2,MT Gauss-Seidel,2,MT Gauss-Seidel,14.78545
