relaxation: damping factor,relaxation: sweeps,time
1.0422451054234452,1,14.5217
0.9885909729477134,1,14.5236
0.9189996868484581,1,14.5269
0.8731698706287414,1,14.5281
1.0591534593095446,1,14.5282
1.0557345100634206,1,14.5298
1.021617619990844,1,14.5302
0.9535644429059281,1,14.5319
1.0210312934788441,1,14.5324
1.0231193804927818,1,14.5325
1.0441561445946743,1,14.533
0.9776822690408367,1,14.5338
1.0214294481123736,1,14.5344
1.0437878673490886,1,14.5351
1.0674660827207618,1,14.536
1.0703763848338814,1,14.5363
0.9836563491307714,1,14.5367
1.036932347171208,1,14.5384
0.968633684970551,1,14.5392
1.067508337215564,1,14.54
0.9412071295893938,1,14.5409
1.0234778448183413,1,14.5418
0.9943297815187209,1,14.5424
1.0443742932943427,1,14.5433
1.033345381556449,1,14.5442
1.0008514016548167,1,14.5465
1.0053568006677298,1,14.5499
1.0297761210595395,1,14.5501
1.0363238462131137,1,14.5558
0.9557456250105139,1,14.5563
1.052297845135862,1,14.5578
1.0256341025217264,1,14.5581
1.0382238939808075,1,14.5596
1.0461203093077198,1,14.5624
1.0265137836236504,1,14.5624
1.021873038282755,1,14.5624
1.0647720890686352,1,14.5625
0.9409106865129591,1,14.564
1.0657287421793806,1,14.5658
1.0587776162533586,1,14.5838
1.0227909000954056,1,14.5849
0.981923997658066,1,14.5871
1.0496715663782363,1,14.5872
1.0605733792367065,1,14.5891
1.0549180396252007,1,14.5936
1.0132487386439388,1,14.594
1.0780781846236092,1,14.5961
1.0652011807187938,1,14.5984
1.0385997100365623,1,14.5987
1.077885097646172,1,14.599
1.0599286204555975,1,14.5991
1.0743379242643258,1,14.5997
1.0591033444031912,1,14.6014
1.0695367092200831,1,14.6025
1.0848910452432012,1,14.6061
0.8290751847885364,1,14.6082
1.0620330946048278,1,14.6087
0.9121778850729166,1,14.6089
1.0424219208073706,1,14.6143
1.0926557963064774,1,14.6236
1.0557042525329983,1,14.625
1.064476927613904,1,14.6252
1.0769447484392525,1,14.6285
1.0889339329992622,1,14.6314
0.9210509054706517,1,14.6322
1.038535243028854,1,14.6384
1.0861221066672495,1,14.6392
0.9433637563224361,1,14.6403
1.087200641435309,1,14.6507
1.098791439536493,1,14.655
1.0881848206142688,1,14.6627
1.0789373318422328,1,14.6638
1.101886278375885,1,14.6641
1.0872633929589202,1,14.6652
1.0982396550286189,1,14.675
1.0802433607535418,1,14.6759
1.0720444570832386,1,14.6784
0.8614712219624376,1,14.6792
1.087443242990765,1,14.6798
1.100147269810577,1,14.6816
1.1054985761447305,1,14.6857
1.0963897788981722,1,14.6959
1.0765956379341006,1,14.7055
1.1043531394506223,1,14.7103
0.9937386793400377,1,14.7211
1.0827682969194368,1,14.7218
1.1057359783803125,1,14.7475
1.114011337053056,1,14.7504
1.1092301464584888,1,14.7525
1.0636332649947549,1,14.7645
1.1170775624009854,1,14.7683
1.1155700984265282,1,14.7754
1.1069218498229023,1,14.7795
1.1164829774930733,1,14.7848
1.1264720351330888,1,14.7953
1.12105591425859,1,14.8168
1.1434321283042315,1,14.8506
0.8800855117333197,1,14.893
1.1578181521413744,1,14.9198
1.1405999225044443,1,14.9246
1.1442174244655978,1,14.9351
1.1566266249766939,1,14.9533
1.16025098542621,1,14.9669
1.1633372107809836,1,15.03
1.1731012498282187,1,15.0817
1.1953479210416014,1,15.0952
1.1748941410517826,1,15.1052
1.1904002497280444,1,15.1387
