relaxation: damping factor,relaxation: sweeps,time
1.0655595764670585,2,12.7
0.797323316175124,2,12.7029
0.9898545199163226,2,12.7029
1.14255245832593,1,12.7057
1.0603169493777196,2,12.7062
0.9776648870652701,2,12.7071
1.0953034853565118,2,12.7075
1.0938648818784498,2,12.7094
1.0040888734492843,2,12.7113
1.0936072069337548,2,12.7113
1.1619652648482603,1,12.7117
0.9006053446557135,2,12.7128
1.0969461463222918,2,12.7134
0.9557837458466699,2,12.7134
1.0454887322944315,2,12.7136
1.0447784798183561,2,12.7155
1.0911126267213023,2,12.7155
1.0181606745403957,2,12.7197
0.9180054230707057,2,12.7198
0.8920309374810576,2,12.7206
1.027505446874065,2,12.7222
1.0273741888056735,2,12.7222
0.9635394659782861,2,12.7223
1.0852934202003783,2,12.7255
1.075233781788997,2,12.7268
0.8899609017163843,2,12.7293
1.1665768389566384,1,12.7309
0.9374636451019804,2,12.7309
0.8657593845139995,2,12.7313
1.0035215516639384,2,12.7324
1.0165870333677856,2,12.7327
0.9627305531544591,2,12.7343
0.9731973206939781,2,12.7402
1.1015217942720117,2,12.7421
1.0782321677748414,2,12.7429
1.1186712347452237,2,12.744
1.0042520605426326,2,12.7444
1.0928368128966879,2,12.7463
1.1120381273531796,2,12.7465
0.8853845806554869,2,12.7466
1.0810051329477404,2,12.7471
0.9039486123407058,2,12.7485
0.8869092541404566,2,12.75
0.8556197086837899,2,12.7507
0.9040564355734951,2,12.7515
1.1069275337275886,2,12.7528
0.8721117210282896,2,12.7528
0.9053808430984495,2,12.753
1.0896051352186973,2,12.7533
0.8531096344765996,2,12.7561
0.9237334176188606,2,12.7573
0.8998222352248681,2,12.7574
0.8820366912693518,2,12.7578
0.9011428118281855,2,12.7592
1.1803118952508795,1,12.7638
0.925371499814842,2,12.7644
0.7311121918701657,2,12.7713
0.9723417561243652,2,12.7715
0.9068297860809593,2,12.7726
0.8436303574511105,2,12.7733
1.1769135737935401,1,12.7744
0.9604942317479348,2,12.776
0.9226293083316284,2,12.7765
0.9032208077011465,2,12.7785
1.119382329373567,2,12.7802
0.828892371840543,2,12.7829
0.8669622339721613,2,12.7837
0.8054010399912418,2,12.7878
0.8445700325099457,2,12.7884
0.9265482599240897,2,12.7932
0.8333449458775708,2,12.7933
0.856252407132787,2,12.7939
0.8354954645385699,2,12.7945
1.049756891321901,2,12.7977
1.1340220424809972,2,12.798
0.8868793986573613,2,12.7993
1.147291730193715,2,12.8019
0.874034590030027,2,12.8019
0.7597398195910203,2,12.8053
0.8072488947438956,2,12.81
0.7378707333265337,2,12.8115
0.7352368361303124,2,12.813
1.141794313255016,2,12.8138
0.820745712112945,2,12.8143
0.7774477332142135,2,12.8149
0.7863717221981005,2,12.8183
0.7809726821347546,2,12.8184
0.8309581688693701,2,12.8199
0.723027173335606,2,12.8243
0.8780880673112391,2,12.8275
1.1416913193747862,2,12.828
1.1689345330082372,1,12.8315
0.7239353846623463,2,12.8325
0.8497513943199245,2,12.8381
0.7668637265024103,2,12.8394
1.1456518391909114,2,12.8414
1.0873195490562424,2,12.8442
0.9771710625018055,2,12.8513
1.1489578420940727,2,12.8532
1.155031438123335,2,12.8573
1.168209192935894,2,12.8592
0.8706380405171172,2,12.8675
0.7361789919145804,2,12.8685
0.7163623136354618,2,12.8696
0.7507059670425624,2,12.8739
1.1188365053635023,2,12.8744
0.7069045557890512,2,12.8773
0.8444117950899968,2,12.8926
0.7190937243751188,2,12.9008
1.1801890739668601,2,12.9065
0.7716550113246335,2,12.907
1.1739468795539938,2,12.9091
1.186132939545577,2,12.931
1.1601268001511684,2,12.9312
1.176316357545801,2,12.9393
1.200959812971823,2,12.9526
1.1993760824366286,2,12.9597
1.1961267413856929,1,12.9629
1.200889560727151,2,13.0067
1.2018053357546896,2,13.0112
1.2245839259096567,1,13.0183
1.2055424535004464,2,13.0255
1.2233405871962573,2,13.034
1.2222357842219913,2,13.0438
1.2132282815111637,2,13.0466
1.2196888390642804,2,13.053
1.218616451695058,2,13.1132
1.2225984402383714,2,13.1293
1.2400974427389833,2,13.1337
1.2137832276992406,1,13.1364
1.2307530186465696,2,13.1366
1.24255559869848,2,13.1406
1.2044375226393567,2,13.1471
1.2547412122191108,2,13.1923
1.246517303743969,2,13.2084
1.2424006024738257,2,13.2461
1.2633842023993886,2,13.2975
1.2906638040432623,2,13.3753
1.2609133536206032,1,13.4051
1.2611219872121893,1,13.4538
1.2918732903299346,2,13.4789
1.2849262181772705,2,13.4957
1.284929832180469,2,13.5181
1.284796120970074,2,13.555
1.2699959773516858,1,13.5607
1.300432973427414,2,13.657
1.2775151577017505,1,13.6614
1.286824801684516,1,13.7744
1.3291989386848255,2,14.0926
1.3055126035714713,1,14.1638
1.339556905728678,2,14.1881
1.314749961470005,1,14.2544
1.31611709087213,1,14.3902
1.323185529433387,1,14.4783
1.3516619320008347,2,14.5379
1.3501119341872674,2,14.5708
1.3698356700432193,2,15.0707
1.3587921576237387,1,15.497
1.3652403746193562,1,15.972
1.3680815495494334,1,16.093
